file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0058.flac,a big woman hullo wendy he said not noticing any difference for he was thinking chiefly of himself and in the dim light her white dress might have been the nightgown in which he had seen her first hullo peter,100.0,84.56,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0058.flac_aug,a big woman hullo wendy he said not noticing any difference for he was thinking chiefly of himself and in the dim light her white dress might have been the nightgown in which he had seen her first hullo peter,46.88,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0059.flac,she replied faintly squeezing herself as small as possible something inside her was crying woman woman let go of me hullo where is john he asked suddenly missing the third bed,100.0,88.86,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0059.flac_aug,she replied faintly squeezing herself as small as possible something inside her was crying woman woman let go of me hullo where is john he asked suddenly missing the third bed,8.51,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0060.flac,john is not here now she gasped is michael asleep he asked with a careless glance at jane,100.0,92.86,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0060.flac_aug,john is not here now she gasped is michael asleep he asked with a careless glance at jane,34.29,6.1,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0061.flac,that is not michael she said quickly lest a judgment should fall on her peter looked hullo is it a new one yes boy or girl girl now surely he would understand but not a bit of it,100.0,94.55,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0061.flac_aug,that is not michael she said quickly lest a judgment should fall on her peter looked hullo is it a new one yes boy or girl girl now surely he would understand but not a bit of it,23.33,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0062.flac,peter she said faltering are you expecting me to fly away with you of course that is why i have come he added a little sternly have you forgotten that this is spring cleaning time,100.0,93.11,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0062.flac_aug,peter she said faltering are you expecting me to fly away with you of course that is why i have come he added a little sternly have you forgotten that this is spring cleaning time,73.33,19.91,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0063.flac,she knew it was useless to say that he had let many spring cleaning times pass i can't come she said apologetically i have forgotten how to fly i'll soon teach you again o peter don't waste the fairy dust on me,100.0,95.32,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0063.flac_aug,she knew it was useless to say that he had let many spring cleaning times pass i can't come she said apologetically i have forgotten how to fly i'll soon teach you again o peter don't waste the fairy dust on me,59.74,7.19,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0064.flac,what is it he cried shrinking,100.0,88.51,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0064.flac_aug,what is it he cried shrinking,46.15,21.35,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0065.flac,for almost the only time in his life that i know of peter was afraid don't turn up the light he cried she let her hands play in the hair of the tragic boy she was not a little girl heart broken about him,95.89,77.89,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0065.flac_aug,for almost the only time in his life that i know of peter was afraid don't turn up the light he cried she let her hands play in the hair of the tragic boy she was not a little girl heart broken about him,47.37,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0066.flac,she was a grown woman smiling at it all,100.0,88.88,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0066.flac_aug,she was a grown woman smiling at it all,14.29,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0067.flac,then she turned up the light and peter saw he gave a cry of pain and when the tall beautiful creature stooped to lift him in her arms he drew back sharply what is it he cried again she had to tell him,100.0,93.38,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0067.flac_aug,then she turned up the light and peter saw he gave a cry of pain and when the tall beautiful creature stooped to lift him in her arms he drew back sharply what is it he cried again she had to tell him,86.11,5.47,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0068.flac,i am old peter i am ever so much more than twenty i grew up long ago you promised not to i couldn't help it,100.0,92.27,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0068.flac_aug,i am old peter i am ever so much more than twenty i grew up long ago you promised not to i couldn't help it,32.43,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0069.flac,no you're not yes and the little girl in the bed is my baby no she's not,100.0,91.14,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0069.flac_aug,no you're not yes and the little girl in the bed is my baby no she's not,52.63,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0070.flac,of course he did not strike,100.0,91.28,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0070.flac_aug,of course he did not strike,100.0,73.46,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0071.flac,and wendy did not know how to comfort him though she could have done it so easily once she was only a woman now and she ran out of the room to try to think peter continued to cry and soon his sobs woke jane,100.0,95.1,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0071.flac_aug,and wendy did not know how to comfort him though she could have done it so easily once she was only a woman now and she ran out of the room to try to think peter continued to cry and soon his sobs woke jane,64.86,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0072.flac,boy she said why are you crying peter rose and bowed to her and she bowed to him from the bed hullo he said hullo said jane my name is peter pan he told her,100.0,94.73,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0072.flac_aug,boy she said why are you crying peter rose and bowed to her and she bowed to him from the bed hullo he said hullo said jane my name is peter pan he told her,47.83,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0073.flac,yes i know i came back for my mother he explained to take her to the neverland yes i know jane said i have been waiting for you when wendy returned diffidently she found peter sitting on the bed post crowing gloriously,98.55,94.69,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0073.flac_aug,yes i know i came back for my mother he explained to take her to the neverland yes i know jane said i have been waiting for you when wendy returned diffidently she found peter sitting on the bed post crowing gloriously,36.92,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0074.flac,while jane in her nighty was flying round the room in solemn ecstasy she is my mother peter explained and jane descended and stood by his side with the look in her face that he liked to see on ladies when they gazed at him,100.0,87.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0074.flac_aug,while jane in her nighty was flying round the room in solemn ecstasy she is my mother peter explained and jane descended and stood by his side with the look in her face that he liked to see on ladies when they gazed at him,73.68,12.43,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0075.flac,he does so need a mother jane said yes i know wendy admitted rather forlornly no one knows it so well as i good bye said peter to wendy and he rose in the air and the shameless jane rose with him,100.0,97.06,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0075.flac_aug,he does so need a mother jane said yes i know wendy admitted rather forlornly no one knows it so well as i good bye said peter to wendy and he rose in the air and the shameless jane rose with him,82.35,71.21,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0076.flac,it was already her easiest way of moving about wendy rushed to the window no no she cried it is just for spring cleaning time jane said he wants me always to do his spring cleaning,100.0,92.65,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0076.flac_aug,it was already her easiest way of moving about wendy rushed to the window no no she cried it is just for spring cleaning time jane said he wants me always to do his spring cleaning,62.5,7.95,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0077.flac,if only i could go with you wendy sighed you see you can't fly said jane of course in the end wendy let them fly away together,100.0,90.56,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0077.flac_aug,if only i could go with you wendy sighed you see you can't fly said jane of course in the end wendy let them fly away together,80.0,6.28,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0078.flac,our last glimpse of her shows her at the window,100.0,84.17,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0078.flac_aug,our last glimpse of her shows her at the window,88.89,72.68,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0079.flac,as you look at wendy you may see her hair becoming white and her figure little again for all this happened long ago,100.0,89.47,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0079.flac_aug,as you look at wendy you may see her hair becoming white and her figure little again for all this happened long ago,90.48,24.38,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0080.flac,and every spring cleaning time except when he forgets peter comes for margaret and takes her to the neverland where she tells him stories about himself to which he listens eagerly when margaret grows up she will have a daughter who is to be peter's mother in turn,100.0,89.77,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1040\133433\1040-133433-0080.flac_aug,and every spring cleaning time except when he forgets peter comes for margaret and takes her to the neverland where she tells him stories about himself to which he listens eagerly when margaret grows up she will have a daughter who is to be peter's mother in turn,97.56,37.68,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0000.flac,he took a resolve after this not to misinterpret her words even when miss stackpole appeared to strike the personal note most strongly he bethought himself that persons in her view were simple and homogeneous organisms,100.0,95.31,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0000.flac_aug,he took a resolve after this not to misinterpret her words even when miss stackpole appeared to strike the personal note most strongly he bethought himself that persons in her view were simple and homogeneous organisms,92.06,88.79,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0001.flac,to deal with her in strict reciprocity he carried out his resolve with a great deal of tact and the young lady found in renewed contact with him no obstacle to the exercise of her genius for unshrinking enquiry,100.0,97.41,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0001.flac_aug,to deal with her in strict reciprocity he carried out his resolve with a great deal of tact and the young lady found in renewed contact with him no obstacle to the exercise of her genius for unshrinking enquiry,78.12,17.77,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0002.flac,the general application of her confidence her situation at gardencourt therefore appreciated as we have seen her to be by isabel and full of appreciation herself of that free play of intelligence,100.0,94.89,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0002.flac_aug,the general application of her confidence her situation at gardencourt therefore appreciated as we have seen her to be by isabel and full of appreciation herself of that free play of intelligence,5.71,1.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0003.flac,she presently discovered in truth that this obligation was of the lightest and that missus touchett cared very little how miss stackpole behaved missus touchett had defined her to isabel,100.0,96.59,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0003.flac_aug,she presently discovered in truth that this obligation was of the lightest and that missus touchett cared very little how miss stackpole behaved missus touchett had defined her to isabel,58.18,21.05,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0004.flac,as both an adventuress and a bore adventuresses usually giving one more of a thrill she had expressed some surprise at her niece's having selected such a friend,100.0,94.88,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0004.flac_aug,as both an adventuress and a bore adventuresses usually giving one more of a thrill she had expressed some surprise at her niece's having selected such a friend,74.51,10.82,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0005.flac,yet had immediately added that she knew isabel's friends were her own affair and that she had never undertaken to like them all or to restrict the girl to those she liked,100.0,88.46,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0005.flac_aug,yet had immediately added that she knew isabel's friends were her own affair and that she had never undertaken to like them all or to restrict the girl to those she liked,56.6,13.87,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0006.flac,my dear you'd have a very small society missus touchett frankly admitted and i don't think i like any man or woman well enough to recommend them to you when it comes to recommending it's a serious affair,100.0,95.22,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0006.flac_aug,my dear you'd have a very small society missus touchett frankly admitted and i don't think i like any man or woman well enough to recommend them to you when it comes to recommending it's a serious affair,85.29,6.68,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0007.flac,i don't like miss stackpole everything about her displeases me she talks so much too loud and looks at one as if one wanted to look at her which one doesn't,100.0,98.19,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0007.flac_aug,i don't like miss stackpole everything about her displeases me she talks so much too loud and looks at one as if one wanted to look at her which one doesn't,66.67,13.72,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0008.flac,i'm sure she has lived all her life in a boarding house and i detest the manners and the liberties of such places if you ask me if i prefer my own manners which you doubtless think very bad i'll tell you that i prefer them immensely,100.0,95.1,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0008.flac_aug,i'm sure she has lived all her life in a boarding house and i detest the manners and the liberties of such places if you ask me if i prefer my own manners which you doubtless think very bad i'll tell you that i prefer them immensely,63.16,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0009.flac,and she detests me for detesting it,100.0,88.15,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0009.flac_aug,and she detests me for detesting it,100.0,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0010.flac,missus touchett was right in guessing that henrietta disapproved of her but she had not quite put her finger on the reason a day or two after miss stackpole's arrival,100.0,96.97,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0010.flac_aug,missus touchett was right in guessing that henrietta disapproved of her but she had not quite put her finger on the reason a day or two after miss stackpole's arrival,91.23,52.12,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0011.flac,which excited a vein of counter argument on the part of the correspondent of the interviewer who in the exercise of her profession had acquainted herself in the western world with every form of caravansary,100.0,97.46,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0011.flac_aug,which excited a vein of counter argument on the part of the correspondent of the interviewer who in the exercise of her profession had acquainted herself in the western world with every form of caravansary,35.71,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0012.flac,ralph with his experimental geniality suggested by way of healing the breach that the truth lay between the two extremes and that the establishments in question ought to be described as fair middling,100.0,94.83,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0012.flac_aug,ralph with his experimental geniality suggested by way of healing the breach that the truth lay between the two extremes and that the establishments in question ought to be described as fair middling,54.84,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0013.flac,this contribution to the discussion however miss stackpole rejected with scorn middling indeed if they were not the best in the world they were the worst but there was nothing middling about an american hotel,100.0,95.43,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0013.flac_aug,this contribution to the discussion however miss stackpole rejected with scorn middling indeed if they were not the best in the world they were the worst but there was nothing middling about an american hotel,67.86,25.84,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0014.flac,i like to be treated as an american lady poor american ladies cried missus touchett with a laugh they're the slaves of slaves they're the companions of freemen henrietta retorted,100.0,95.81,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0014.flac_aug,i like to be treated as an american lady poor american ladies cried missus touchett with a laugh they're the slaves of slaves they're the companions of freemen henrietta retorted,74.51,57.52,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0015.flac,they're the companions of their servants the irish chambermaid and the negro waiter they share their work do you call the domestics in an american household slaves miss stackpole enquired,100.0,98.99,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0015.flac_aug,they're the companions of their servants the irish chambermaid and the negro waiter they share their work do you call the domestics in an american household slaves miss stackpole enquired,82.35,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0016.flac,if that's the way you desire to treat them no wonder you don't like america if you've not good servants you're miserable missus touchett serenely said they're very bad in america but i've five perfect ones in florence,97.06,93.25,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0016.flac_aug,if that's the way you desire to treat them no wonder you don't like america if you've not good servants you're miserable missus touchett serenely said they're very bad in america but i've five perfect ones in florence,94.12,77.52,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0017.flac,i don't see what you want with five henrietta couldn't help observing i don't think i should like to see five persons surrounding me in that menial position,100.0,92.95,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0017.flac_aug,i don't see what you want with five henrietta couldn't help observing i don't think i should like to see five persons surrounding me in that menial position,77.55,20.04,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0018.flac,should you like me better if i were your butler dear her husband asked i don't think i should you wouldn't at all have the tenue the companions of freemen i like that miss stackpole said ralph,100.0,98.04,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0018.flac_aug,should you like me better if i were your butler dear her husband asked i don't think i should you wouldn't at all have the tenue the companions of freemen i like that miss stackpole said ralph,80.0,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0019.flac,it's a beautiful description when i said freemen i didn't mean you sir and this was the only reward that ralph got for his compliment miss stackpole was baffled,100.0,98.4,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0019.flac_aug,it's a beautiful description when i said freemen i didn't mean you sir and this was the only reward that ralph got for his compliment miss stackpole was baffled,54.9,31.43,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0020.flac,which she privately judged to be a mysterious survival of feudalism it was perhaps because her mind was oppressed with this image that she suffered some days to elapse before she took occasion to say to isabel,100.0,98.12,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0020.flac_aug,which she privately judged to be a mysterious survival of feudalism it was perhaps because her mind was oppressed with this image that she suffered some days to elapse before she took occasion to say to isabel,29.41,1.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0021.flac,my dear friend i wonder if you're growing faithless faithless faithless to you henrietta no that would be a great pain but it's not that faithless to my country then,100.0,96.14,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0021.flac_aug,my dear friend i wonder if you're growing faithless faithless faithless to you henrietta no that would be a great pain but it's not that faithless to my country then,89.8,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0022.flac,that i hope will never be when i wrote to you from liverpool i said i had something particular to tell you you've never asked me what it is is it because you've suspected suspected what,100.0,95.17,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0022.flac_aug,that i hope will never be when i wrote to you from liverpool i said i had something particular to tell you you've never asked me what it is is it because you've suspected suspected what,98.04,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0023.flac,you don't ask that right as if you thought it important you're changed you're thinking of other things tell me what you mean and i'll think of that will you really think of it that's what i wish to be sure of,100.0,95.24,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0023.flac_aug,you don't ask that right as if you thought it important you're changed you're thinking of other things tell me what you mean and i'll think of that will you really think of it that's what i wish to be sure of,73.02,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0024.flac,i've not much control of my thoughts but i'll do my best said isabel henrietta gazed at her in silence for a period which tried isabel's patience so that our heroine added at last,100.0,97.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0024.flac_aug,i've not much control of my thoughts but i'll do my best said isabel henrietta gazed at her in silence for a period which tried isabel's patience so that our heroine added at last,0.0,1.52,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0025.flac,isabel responded you say that right i had a good deal of talk with him he has come after you did he tell you so no he told me nothing that's how i knew it said henrietta cleverly,100.0,94.76,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0025.flac_aug,isabel responded you say that right i had a good deal of talk with him he has come after you did he tell you so no he told me nothing that's how i knew it said henrietta cleverly,92.54,33.2,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0026.flac,he said very little about you but i spoke of you a good deal isabel waited at the mention of mister goodwood's name she had turned a little pale i'm very sorry you did that she observed at last,100.0,95.8,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0026.flac_aug,he said very little about you but i spoke of you a good deal isabel waited at the mention of mister goodwood's name she had turned a little pale i'm very sorry you did that she observed at last,23.08,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0027.flac,i could have talked a long time to such a listener he was so quiet so intense he drank it all in what did you say about me isabel asked i said you were on the whole the finest creature i know,100.0,94.07,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0027.flac_aug,i could have talked a long time to such a listener he was so quiet so intense he drank it all in what did you say about me isabel asked i said you were on the whole the finest creature i know,47.06,1.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0028.flac,while i talked i never saw an ugly man look so handsome he's very simple minded said isabel and he's not so ugly there's nothing so simplifying as a grand passion,100.0,94.96,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0028.flac_aug,while i talked i never saw an ugly man look so handsome he's very simple minded said isabel and he's not so ugly there's nothing so simplifying as a grand passion,76.92,10.81,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0029.flac,it's not a grand passion i'm very sure it's not that you don't say that as if you were sure isabel gave rather a cold smile i shall say it better to mister goodwood himself,100.0,97.45,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0029.flac_aug,it's not a grand passion i'm very sure it's not that you don't say that as if you were sure isabel gave rather a cold smile i shall say it better to mister goodwood himself,94.74,7.6,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0030.flac,isabel offered no answer to this assertion which her companion made with an air of great confidence he'll find you changed the latter pursued you've been affected by your new surroundings very likely i'm affected by everything,100.0,96.48,1
